timestamp,state,controller,action,cpu_pct,mem_pct,req_rate,p95_latency_ms,replicas,reward,pattern
1777394318.063647,OFFLINE_TRAINING,HPA,1,0.1202,0.3727,5.0,99.8,1,1.0,periodic
1777394348.063647,OFFLINE_TRAINING,HPA,1,0.103,0.3847,5.0,152.7,1,1.0,periodic
1777394378.063647,OFFLINE_TRAINING,HPA,1,0.071,0.3795,5.0,151.9,1,1.0,periodic
1777394408.063647,OFFLINE_TRAINING,HPA,1,0.1176,0.4001,5.0,103.8,1,1.0,periodic
1777394438.063647,OFFLINE_TRAINING,HPA,1,0.1157,0.355,5.0,171.5,1,1.0,periodic
1777394468.063647,OFFLINE_TRAINING,HPA,1,0.1818,0.4073,5.0,128.3,1,1.0,periodic
1777394498.063647,OFFLINE_TRAINING,HPA,1,0.1422,0.3739,5.0,122.3,1,1.0,periodic
1777394528.063647,OFFLINE_TRAINING,HPA,1,0.2052,0.346,5.0,211.2,1,1.0,periodic
1777394558.063647,OFFLINE_TRAINING,HPA,1,0.1335,0.3981,5.0,159.2,1,1.0,periodic
1777394588.063647,OFFLINE_TRAINING,HPA,1,0.2454,0.3742,5.0,91.6,1,1.0,periodic
1777394618.063647,OFFLINE_TRAINING,HPA,1,0.2009,0.3993,5.0,121.6,1,1.0,periodic
1777394648.063647,OFFLINE_TRAINING,HPA,1,0.2403,0.3864,5.0,105.0,1,1.0,periodic
1777394678.063647,OFFLINE_TRAINING,HPA,1,0.2909,0.3864,5.0,107.2,1,1.0,periodic
1777394708.063647,OFFLINE_TRAINING,HPA,1,0.3134,0.3379,5.0,71.2,1,1.0,periodic
1777394738.063647,OFFLINE_TRAINING,HPA,1,0.3147,0.3908,5.0,186.5,1,1.0,periodic
1777394768.063647,OFFLINE_TRAINING,HPA,1,0.3415,0.3836,5.0,87.4,1,1.0,periodic
1777394798.063647,OFFLINE_TRAINING,HPA,1,0.3596,0.3956,5.0,94.4,1,1.0,periodic
1777394828.063647,OFFLINE_TRAINING,HPA,1,0.4755,0.3943,5.57,144.4,1,1.0,steady
1777394858.063647,OFFLINE_TRAINING,HPA,1,0.4038,0.3971,10.58,136.4,1,1.0,steady
1777394888.063647,OFFLINE_TRAINING,HPA,1,0.4103,0.3918,11.95,157.8,1,1.0,steady
1777394918.063647,OFFLINE_TRAINING,HPA,1,0.522,0.4668,23.19,131.8,1,1.0,steady
1777394948.063647,OFFLINE_TRAINING,HPA,1,0.5082,0.4665,24.91,127.9,1,1.0,steady
1777394978.063647,OFFLINE_TRAINING,HPA,1,0.4939,0.3357,21.08,130.6,1,1.0,steady
1777395008.063647,OFFLINE_TRAINING,HPA,1,0.556,0.4158,26.31,254.1,1,1.0,steady
1777395038.063647,OFFLINE_TRAINING,HPA,1,0.5438,0.3774,39.76,214.6,1,1.0,steady
1777395068.063647,OFFLINE_TRAINING,HPA,1,0.6878,0.4542,33.37,217.0,1,1.0,steady
1777395098.063647,OFFLINE_TRAINING,HPA,1,0.687,0.4153,36.41,289.6,1,1.0,steady
1777395128.063647,OFFLINE_TRAINING,HPA,1,0.6118,0.4113,42.03,224.1,1,1.0,steady
1777395158.063647,OFFLINE_TRAINING,HPA,1,0.6946,0.3874,52.77,261.6,1,1.0,steady
1777395188.063647,OFFLINE_TRAINING,HPA,2,0.71,0.4423,60.63,239.4,2,0.8667,steady
1777395218.063647,OFFLINE_TRAINING,HPA,2,0.768,0.4368,57.32,269.9,3,0.9333,steady
1777395248.063647,OFFLINE_TRAINING,HPA,2,0.7288,0.4583,77.65,319.3,4,0.9,steady
1777395278.063647,OFFLINE_TRAINING,HPA,2,0.8286,0.4254,85.03,401.4,5,0.8667,steady
1777395308.063647,OFFLINE_TRAINING,HPA,2,0.826,0.4036,82.68,385.5,6,0.8333,steady
1777395338.063647,OFFLINE_TRAINING,HPA,1,0.685,0.383,89.35,237.2,6,0.8333,steady
1777395368.063647,OFFLINE_TRAINING,HPA,2,0.823,0.4774,87.19,366.8,7,0.7,steady
1777395398.063647,OFFLINE_TRAINING,HPA,2,0.731,0.372,101.01,350.1,8,0.7667,steady
1777395428.063647,OFFLINE_TRAINING,HPA,2,0.8098,0.369,98.94,373.3,9,0.7333,steady
1777395458.063647,OFFLINE_TRAINING,HPA,2,0.855,0.4465,94.47,348.4,10,0.7,steady
1777395488.063647,OFFLINE_TRAINING,HPA,1,0.7771,0.4258,102.19,408.5,10,0.7,steady
1777395518.063647,OFFLINE_TRAINING,HPA,1,0.8624,0.4203,103.39,370.2,10,0.7,steady
1777395548.063647,OFFLINE_TRAINING,HPA,1,0.791,0.4125,111.11,340.6,10,0.7,steady
1777395578.063647,OFFLINE_TRAINING,HPA,1,0.8485,0.4139,124.54,437.3,10,0.7,steady
1777395608.063647,OFFLINE_TRAINING,HPA,1,0.8381,0.4522,116.98,444.1,10,0.7,steady
1777395638.063647,OFFLINE_TRAINING,HPA,1,0.8212,0.4239,117.45,316.5,10,0.7,steady
1777395668.063647,OFFLINE_TRAINING,HPA,1,0.9176,0.4911,114.81,428.4,10,0.7,steady
1777395698.063647,OFFLINE_TRAINING,HPA,1,0.8625,0.5286,127.26,482.6,10,0.7,steady
1777395728.063647,OFFLINE_TRAINING,HPA,1,0.7953,0.3813,125.44,419.7,10,0.7,periodic
1777395758.063647,OFFLINE_TRAINING,HPA,1,0.7666,0.4073,123.7,355.6,10,0.7,periodic
1777395788.063647,OFFLINE_TRAINING,HPA,1,0.8748,0.4372,137.02,515.9,10,0.6777,periodic
1777395818.063647,OFFLINE_TRAINING,HPA,1,0.7792,0.4736,129.76,433.9,10,0.7,periodic
1777395848.063647,OFFLINE_TRAINING,HPA,1,0.8029,0.404,124.66,357.7,10,0.7,periodic
1777395878.063647,OFFLINE_TRAINING,HPA,1,0.8965,0.3977,134.63,483.2,10,0.7,periodic
1777395908.063647,OFFLINE_TRAINING,HPA,1,0.7639,0.4086,126.59,367.7,10,0.7,periodic
1777395938.063647,OFFLINE_TRAINING,HPA,1,0.7327,0.4314,129.61,393.8,10,0.7,periodic
1777395968.063647,OFFLINE_TRAINING,HPA,1,0.7135,0.404,127.39,416.0,10,0.7,periodic
1777395998.063647,OFFLINE_TRAINING,HPA,1,0.6934,0.4223,129.99,412.7,10,0.7,periodic
1777396028.063647,OFFLINE_TRAINING,HPA,1,0.7518,0.4053,117.74,407.5,10,0.7,periodic
1777396058.063647,OFFLINE_TRAINING,HPA,1,0.6155,0.3627,120.57,343.2,10,0.7,periodic
1777396088.063647,OFFLINE_TRAINING,HPA,1,0.6408,0.4332,123.68,288.3,10,0.7,periodic
1777396118.063647,OFFLINE_TRAINING,HPA,1,0.6047,0.3909,119.77,338.2,10,0.7,periodic
1777396148.063647,OFFLINE_TRAINING,HPA,1,0.6244,0.4426,113.24,310.3,10,0.7,periodic
1777396178.063647,OFFLINE_TRAINING,HPA,1,0.5648,0.4224,118.9,378.7,10,0.7,periodic
1777396208.063647,OFFLINE_TRAINING,HPA,1,0.5584,0.4232,99.28,281.2,10,0.7,periodic
1777396238.063647,OFFLINE_TRAINING,HPA,1,0.5444,0.407,110.17,294.6,10,0.7,periodic
1777396268.063647,OFFLINE_TRAINING,HPA,1,0.5632,0.4165,110.6,291.6,10,0.7,periodic
1777396298.063647,OFFLINE_TRAINING,HPA,1,0.5044,0.4123,98.56,252.5,10,0.7,periodic
1777396328.063647,OFFLINE_TRAINING,HPA,1,0.605,0.4366,98.47,291.4,10,0.7,periodic
1777396358.063647,OFFLINE_TRAINING,HPA,1,0.4558,0.3344,98.87,228.0,10,0.7,periodic
1777396388.063647,OFFLINE_TRAINING,HPA,0,0.4335,0.3939,79.19,305.8,9,0.6333,periodic
1777396418.063647,OFFLINE_TRAINING,HPA,0,0.415,0.4164,85.7,160.1,8,0.7667,periodic
1777396448.063647,OFFLINE_TRAINING,HPA,0,0.4395,0.3496,80.63,286.7,7,0.8,periodic
1777396478.063647,OFFLINE_TRAINING,HPA,0,0.3553,0.4045,76.41,325.4,6,0.8333,periodic
1777396508.063647,OFFLINE_TRAINING,HPA,0,0.364,0.3726,70.8,192.2,5,0.8667,periodic
1777396538.063647,OFFLINE_TRAINING,HPA,0,0.2846,0.3806,69.14,204.6,4,0.9,periodic
1777396568.063647,OFFLINE_TRAINING,HPA,0,0.3204,0.4132,62.42,193.2,3,0.9333,periodic
1777396598.063647,OFFLINE_TRAINING,HPA,0,0.2317,0.3598,53.67,215.6,2,0.9667,periodic
1777396628.063647,OFFLINE_TRAINING,HPA,0,0.2121,0.3973,53.78,254.9,1,1.0,steady
1777396658.063647,OFFLINE_TRAINING,HPA,1,0.3304,0.3598,47.04,140.8,1,1.0,steady
1777396688.063647,OFFLINE_TRAINING,HPA,1,0.2905,0.3987,31.08,164.4,1,1.0,steady
1777396718.063647,OFFLINE_TRAINING,HPA,1,0.1396,0.4373,36.41,179.8,1,1.0,steady
1777396748.063647,OFFLINE_TRAINING,HPA,1,0.2132,0.3858,30.65,174.9,1,1.0,steady
1777396778.063647,OFFLINE_TRAINING,HPA,1,0.1827,0.4247,21.33,205.8,1,1.0,steady
1777396808.063647,OFFLINE_TRAINING,HPA,1,0.1169,0.332,28.52,157.7,1,1.0,steady
1777396838.063647,OFFLINE_TRAINING,HPA,1,0.1817,0.3174,16.22,205.5,1,1.0,steady
1777396868.063647,OFFLINE_TRAINING,HPA,1,0.0915,0.3288,10.67,69.8,1,1.0,steady
1777396898.063647,OFFLINE_TRAINING,HPA,1,0.1037,0.3217,11.25,85.1,1,1.0,steady
1777396928.063647,OFFLINE_TRAINING,HPA,1,0.172,0.3594,5.0,67.4,1,1.0,steady
1777396958.063647,OFFLINE_TRAINING,HPA,1,0.0648,0.2756,5.0,125.3,1,1.0,steady
1777396988.063647,OFFLINE_TRAINING,HPA,1,0.1047,0.4159,5.0,172.6,1,1.0,steady
1777397018.063647,OFFLINE_TRAINING,HPA,1,0.05,0.4322,5.0,129.9,1,1.0,steady
1777397048.063647,OFFLINE_TRAINING,HPA,1,0.0561,0.3616,5.0,121.7,1,1.0,steady
1777397078.063647,OFFLINE_TRAINING,HPA,1,0.05,0.354,5.0,105.8,1,1.0,steady
1777397108.063647,OFFLINE_TRAINING,HPA,1,0.0562,0.348,5.0,187.7,1,1.0,steady
1777397138.063647,OFFLINE_TRAINING,HPA,1,0.1046,0.3978,5.0,44.6,1,1.0,steady
1777397168.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3128,5.0,96.4,1,1.0,steady
1777397198.063647,OFFLINE_TRAINING,HPA,1,0.1406,0.3921,5.0,178.4,1,1.0,steady
1777397228.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3393,5.0,147.1,1,1.0,steady
1777397258.063647,OFFLINE_TRAINING,HPA,1,0.098,0.3526,5.0,112.5,1,1.0,steady
1777397288.063647,OFFLINE_TRAINING,HPA,1,0.0915,0.3483,5.0,173.9,1,1.0,steady
1777397318.063647,OFFLINE_TRAINING,HPA,1,0.1085,0.3786,5.0,115.1,1,1.0,steady
1777397348.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3827,5.0,120.1,1,1.0,steady
1777397378.063647,OFFLINE_TRAINING,HPA,1,0.1514,0.344,5.0,71.2,1,1.0,steady
1777397408.063647,OFFLINE_TRAINING,HPA,1,0.142,0.3258,5.0,197.7,1,1.0,steady
1777397438.063647,OFFLINE_TRAINING,HPA,1,0.2106,0.3774,5.0,123.6,1,1.0,steady
1777397468.063647,OFFLINE_TRAINING,HPA,1,0.1611,0.365,5.0,171.6,1,1.0,steady
1777397498.063647,OFFLINE_TRAINING,HPA,1,0.1652,0.3556,5.0,125.2,1,1.0,steady
1777397528.063647,OFFLINE_TRAINING,HPA,1,0.0899,0.3185,5.0,157.2,1,1.0,periodic
1777397558.063647,OFFLINE_TRAINING,HPA,1,0.185,0.3691,5.0,141.4,1,1.0,periodic
1777397588.063647,OFFLINE_TRAINING,HPA,1,0.1751,0.3734,5.0,88.4,1,1.0,periodic
1777397618.063647,OFFLINE_TRAINING,HPA,1,0.1496,0.3958,5.0,146.4,1,1.0,periodic
1777397648.063647,OFFLINE_TRAINING,HPA,1,0.3055,0.4305,5.0,168.1,1,1.0,periodic
1777397678.063647,OFFLINE_TRAINING,HPA,1,0.2147,0.3527,5.0,128.5,1,1.0,periodic
1777397708.063647,OFFLINE_TRAINING,HPA,1,0.2655,0.3822,5.0,97.3,1,1.0,periodic
1777397738.063647,OFFLINE_TRAINING,HPA,1,0.2551,0.3478,5.0,73.4,1,1.0,periodic
1777397768.063647,OFFLINE_TRAINING,HPA,1,0.4022,0.3617,5.0,232.8,1,1.0,periodic
1777397798.063647,OFFLINE_TRAINING,HPA,1,0.3832,0.3626,5.0,155.5,1,1.0,periodic
1777397828.063647,OFFLINE_TRAINING,HPA,1,0.4049,0.4673,5.0,123.7,1,1.0,periodic
1777397858.063647,OFFLINE_TRAINING,HPA,1,0.3887,0.3878,12.88,210.2,1,1.0,periodic
1777397888.063647,OFFLINE_TRAINING,HPA,1,0.5396,0.4252,8.32,123.8,1,1.0,periodic
1777397918.063647,OFFLINE_TRAINING,HPA,1,0.5227,0.4209,19.1,93.8,1,1.0,periodic
1777397948.063647,OFFLINE_TRAINING,HPA,1,0.4867,0.3964,16.91,170.2,1,1.0,periodic
1777397978.063647,OFFLINE_TRAINING,HPA,1,0.4571,0.4071,26.17,183.7,1,1.0,periodic
1777398008.063647,OFFLINE_TRAINING,HPA,1,0.6025,0.4353,32.9,223.6,1,1.0,periodic
1777398038.063647,OFFLINE_TRAINING,HPA,1,0.4895,0.4118,34.66,180.3,1,1.0,periodic
1777398068.063647,OFFLINE_TRAINING,HPA,1,0.5324,0.3708,41.33,235.5,1,1.0,periodic
1777398098.063647,OFFLINE_TRAINING,HPA,1,0.6534,0.4162,44.78,242.1,1,1.0,periodic
1777398128.063647,OFFLINE_TRAINING,HPA,1,0.616,0.4145,54.69,224.1,1,1.0,periodic
1777398158.063647,OFFLINE_TRAINING,HPA,1,0.648,0.4215,52.85,231.9,1,1.0,periodic
1777398188.063647,OFFLINE_TRAINING,HPA,1,0.6395,0.4083,66.31,250.7,1,1.0,periodic
1777398218.063647,OFFLINE_TRAINING,HPA,2,0.714,0.4524,72.23,243.8,2,0.8667,periodic
1777398248.063647,OFFLINE_TRAINING,HPA,2,0.7675,0.4292,71.23,363.1,3,0.9333,periodic
1777398278.063647,OFFLINE_TRAINING,HPA,2,0.8113,0.5001,72.13,322.7,4,0.9,periodic
1777398308.063647,OFFLINE_TRAINING,HPA,2,0.8302,0.4804,77.22,330.5,5,0.8667,periodic
1777398338.063647,OFFLINE_TRAINING,HPA,2,0.7589,0.3856,81.96,296.8,6,0.8333,periodic
1777398368.063647,OFFLINE_TRAINING,HPA,2,0.7488,0.4238,83.52,341.7,7,0.8,periodic
1777398398.063647,OFFLINE_TRAINING,HPA,2,0.7501,0.4545,100.62,349.9,8,0.7667,periodic
1777398428.063647,OFFLINE_TRAINING,HPA,2,0.8452,0.4008,96.78,401.3,9,0.7333,steady
1777398458.063647,OFFLINE_TRAINING,HPA,2,0.8461,0.4433,101.83,492.1,10,0.7,steady
1777398488.063647,OFFLINE_TRAINING,HPA,1,0.8035,0.4117,101.58,356.4,10,0.7,steady
1777398518.063647,OFFLINE_TRAINING,HPA,1,0.8966,0.4823,105.13,393.7,10,0.7,steady
1777398548.063647,OFFLINE_TRAINING,HPA,1,0.8663,0.4201,107.48,434.7,10,0.7,steady
1777398578.063647,OFFLINE_TRAINING,HPA,1,0.7709,0.4735,115.74,460.3,10,0.7,steady
1777398608.063647,OFFLINE_TRAINING,HPA,1,0.8298,0.4416,114.48,420.5,10,0.7,steady
1777398638.063647,OFFLINE_TRAINING,HPA,1,0.95,0.4397,123.4,430.7,10,0.7,steady
1777398668.063647,OFFLINE_TRAINING,HPA,1,0.8127,0.4303,115.49,474.5,10,0.7,steady
1777398698.063647,OFFLINE_TRAINING,HPA,1,0.8582,0.4353,121.79,475.6,10,0.7,steady
1777398728.063647,OFFLINE_TRAINING,HPA,1,0.8166,0.417,138.72,480.6,10,0.7,steady
1777398758.063647,OFFLINE_TRAINING,HPA,1,0.93,0.4605,130.9,452.5,10,0.7,steady
1777398788.063647,OFFLINE_TRAINING,HPA,1,0.8862,0.4632,131.54,472.8,10,0.7,steady
1777398818.063647,OFFLINE_TRAINING,HPA,1,0.8808,0.4795,134.7,481.3,10,0.7,steady
1777398848.063647,OFFLINE_TRAINING,HPA,1,0.8197,0.4682,129.01,392.7,10,0.7,steady
1777398878.063647,OFFLINE_TRAINING,HPA,1,0.7814,0.429,131.84,467.4,10,0.7,steady
1777398908.063647,OFFLINE_TRAINING,HPA,1,0.7906,0.3883,130.8,447.8,10,0.7,steady
1777398938.063647,OFFLINE_TRAINING,HPA,1,0.8824,0.429,132.6,461.5,10,0.7,steady
1777398968.063647,OFFLINE_TRAINING,HPA,1,0.8378,0.4309,129.83,444.1,10,0.7,steady
1777398998.063647,OFFLINE_TRAINING,HPA,1,0.7516,0.4118,130.53,411.6,10,0.7,steady
1777399028.063647,OFFLINE_TRAINING,HPA,1,0.6733,0.4213,131.45,349.8,10,0.7,steady
1777399058.063647,OFFLINE_TRAINING,HPA,1,0.6296,0.3962,130.36,376.0,10,0.7,steady
1777399088.063647,OFFLINE_TRAINING,HPA,1,0.6827,0.4016,130.21,454.5,10,0.7,steady
1777399118.063647,OFFLINE_TRAINING,HPA,1,0.5553,0.4187,112.86,288.6,10,0.7,steady
1777399148.063647,OFFLINE_TRAINING,HPA,1,0.679,0.4252,112.44,328.8,10,0.7,steady
1777399178.063647,OFFLINE_TRAINING,HPA,1,0.6649,0.436,108.32,336.2,10,0.7,steady
1777399208.063647,OFFLINE_TRAINING,HPA,1,0.5447,0.3587,120.87,289.3,10,0.7,steady
1777399238.063647,OFFLINE_TRAINING,HPA,1,0.5868,0.4014,108.09,326.6,10,0.7,steady
1777399268.063647,OFFLINE_TRAINING,HPA,1,0.6227,0.4098,98.51,355.4,10,0.7,steady
1777399298.063647,OFFLINE_TRAINING,HPA,1,0.5488,0.422,102.71,309.1,10,0.7,steady
1777399328.063647,OFFLINE_TRAINING,HPA,1,0.5676,0.4127,100.24,322.4,10,0.7,periodic
1777399358.063647,OFFLINE_TRAINING,HPA,1,0.5482,0.3845,92.42,347.5,10,0.7,periodic
1777399388.063647,OFFLINE_TRAINING,HPA,0,0.3795,0.3918,88.34,225.3,9,0.6333,periodic
1777399418.063647,OFFLINE_TRAINING,HPA,0,0.3933,0.3759,88.27,176.8,8,0.7667,periodic
1777399448.063647,OFFLINE_TRAINING,HPA,0,0.2797,0.3305,77.19,266.2,7,0.8,periodic
1777399478.063647,OFFLINE_TRAINING,HPA,0,0.3974,0.3607,78.65,236.1,6,0.8333,periodic
1777399508.063647,OFFLINE_TRAINING,HPA,0,0.2936,0.4245,69.88,259.9,5,0.8667,periodic
1777399538.063647,OFFLINE_TRAINING,HPA,0,0.3287,0.3891,63.89,134.2,4,0.9,periodic
1777399568.063647,OFFLINE_TRAINING,HPA,0,0.2696,0.3469,58.79,196.9,3,0.9333,periodic
1777399598.063647,OFFLINE_TRAINING,HPA,0,0.3127,0.3641,64.01,238.9,2,0.9667,periodic
1777399628.063647,OFFLINE_TRAINING,HPA,0,0.3045,0.3822,57.0,179.6,1,1.0,periodic
1777399658.063647,OFFLINE_TRAINING,HPA,1,0.2562,0.4025,48.47,218.1,1,1.0,periodic
1777399688.063647,OFFLINE_TRAINING,HPA,1,0.189,0.4084,45.22,195.7,1,1.0,periodic
1777399718.063647,OFFLINE_TRAINING,HPA,1,0.1614,0.4182,45.39,196.0,1,1.0,periodic
1777399748.063647,OFFLINE_TRAINING,HPA,1,0.1528,0.3557,26.85,177.2,1,1.0,periodic
1777399778.063647,OFFLINE_TRAINING,HPA,1,0.1305,0.3623,27.89,247.5,1,1.0,periodic
1777399808.063647,OFFLINE_TRAINING,HPA,1,0.1643,0.3676,29.19,168.6,1,1.0,periodic
1777399838.063647,OFFLINE_TRAINING,HPA,1,0.0759,0.3499,19.01,81.8,1,1.0,periodic
1777399868.063647,OFFLINE_TRAINING,HPA,1,0.1452,0.35,13.46,203.1,1,1.0,periodic
1777399898.063647,OFFLINE_TRAINING,HPA,1,0.05,0.3617,5.0,169.4,1,1.0,periodic
